marriage_id,marriage_number,age_at_marriage,age_gap_years,education_level,household_income_usd,financial_stress,both_employed,cohabited_before,premarital_counseling,child_before_marriage,n_children,religious_attendance,criticism,contempt,defensiveness,stonewalling,repair_attempt_success,positive_negative_ratio,conflict_frequency_weekly,shared_activities_weekly,years_married,years_to_divorce,divorced
MAR025524,2,44,2,high_school,115500.0,6.1,1,1,0,0,1,monthly,4.8,5.2,2.0,2.5,6.8,1.05,3.0,2.0,4.8,,0
MAR025525,2,51,2,graduate,62300.0,5.3,1,1,0,0,2,rarely,4.5,3.0,7.3,6.7,7.9,1.66,5.0,3.0,13.4,,0
MAR025526,1,29,6,less_than_hs,27700.0,6.3,0,0,1,0,2,never,3.7,3.0,6.8,5.9,9.5,2.09,2.0,0.0,22.7,,0
MAR025527,2,37,1,bachelors,180200.0,5.9,0,0,0,0,1,never,7.9,8.4,5.2,3.2,3.3,2.56,5.0,1.0,9.3,9.3,1
MAR025528,1,17,9,high_school,85600.0,6.2,1,1,1,1,0,rarely,7.6,3.2,4.7,3.1,8.3,2.84,2.0,1.0,23.0,,0
MAR025529,1,27,3,bachelors,52800.0,6.1,1,0,0,1,2,never,4.8,8.4,8.3,6.8,3.5,1.24,0.0,3.0,6.0,6.0,1
MAR025530,1,24,3,graduate,121600.0,5.8,1,1,0,0,0,never,3.5,4.5,3.4,6.5,3.7,4.01,1.0,2.0,7.1,7.1,1
MAR025531,1,24,2,high_school,72800.0,8.0,1,1,0,0,2,weekly,3.0,3.2,6.0,3.6,7.0,2.76,7.0,3.0,4.2,4.2,1
MAR025532,2,44,3,high_school,51900.0,5.4,1,0,0,0,1,rarely,4.3,2.3,1.5,6.1,7.3,6.89,2.0,4.0,10.4,10.4,1
MAR025533,1,35,5,bachelors,189700.0,1.0,0,0,0,0,3,never,2.0,1.0,0.5,5.3,5.9,2.82,2.0,4.0,20.4,,0
MAR025534,1,36,6,some_college,345900.0,5.2,0,0,0,0,1,rarely,5.3,1.8,2.5,5.3,9.2,3.81,3.0,3.0,8.4,8.4,1
MAR025535,1,41,0,graduate,236100.0,5.2,0,0,0,0,2,never,3.6,5.9,6.7,7.0,5.9,4.13,3.0,3.0,7.8,7.8,1
MAR025536,1,36,3,high_school,203800.0,8.8,1,1,0,0,1,monthly,5.9,2.4,6.9,4.7,8.0,8.63,2.0,5.0,8.7,,0
MAR025537,1,25,0,graduate,263000.0,5.8,0,1,0,1,1,never,2.4,1.2,3.0,4.4,10.0,4.23,3.0,4.0,7.7,,0
MAR025538,1,20,4,high_school,145300.0,4.7,0,1,0,0,0,never,4.2,1.7,3.3,4.9,3.0,3.61,1.0,4.0,10.0,10.0,1
MAR025539,1,26,5,some_college,81500.0,8.4,1,0,0,0,3,weekly,6.0,4.1,5.8,3.9,4.2,1.83,2.0,2.0,4.5,4.5,1
MAR025540,1,27,4,bachelors,59400.0,6.1,0,1,1,0,1,rarely,1.1,6.7,3.5,7.0,4.8,4.43,4.0,3.0,6.2,,0
MAR025541,1,21,2,high_school,27700.0,7.6,1,1,0,0,0,monthly,3.5,0.0,6.4,2.9,5.0,2.91,2.0,6.0,9.9,,0
MAR025542,1,31,8,high_school,55500.0,6.4,0,1,0,0,1,rarely,3.7,3.2,5.3,0.8,6.9,7.57,4.0,1.0,5.7,,0
MAR025543,1,25,5,high_school,62200.0,3.6,1,0,1,1,2,rarely,4.4,3.0,4.7,4.6,10.0,4.91,2.0,5.0,4.9,,0
MAR025544,1,20,3,some_college,97100.0,3.0,1,0,0,1,3,never,3.4,3.7,6.5,1.8,4.8,2.06,2.0,2.0,1.6,1.6,1
MAR025545,1,35,1,some_college,187300.0,3.2,1,0,0,0,2,rarely,4.1,4.0,5.2,2.8,5.8,0.6,1.0,2.0,7.1,,0
MAR025546,2,28,4,some_college,121900.0,3.3,1,0,0,0,1,monthly,5.6,5.4,9.3,5.1,3.4,3.47,5.0,0.0,3.4,3.4,1
MAR025547,2,55,3,bachelors,253800.0,6.3,1,1,0,1,1,monthly,2.7,6.5,4.1,3.0,8.1,1.82,2.0,2.0,23.0,,0
MAR025548,3,41,3,less_than_hs,40400.0,6.2,1,1,0,0,3,monthly,4.5,4.1,5.9,3.3,2.1,6.19,2.0,3.0,14.0,14.0,1
MAR025549,3,38,4,high_school,143900.0,7.3,0,1,0,0,1,never,0.8,2.0,3.8,3.9,5.2,6.29,1.0,6.0,17.9,,0
MAR025550,1,27,2,some_college,110200.0,8.4,1,1,0,0,1,rarely,2.3,3.8,0.0,2.0,8.4,4.4,2.0,6.0,9.9,,0
MAR025551,1,23,1,high_school,212700.0,4.9,1,1,0,0,1,weekly,1.9,3.2,4.2,0.1,7.5,6.08,1.0,1.0,10.9,10.9,1
MAR025552,1,27,2,some_college,112600.0,5.1,1,1,0,0,2,never,5.4,2.2,8.1,2.9,5.6,1.44,5.0,1.0,2.3,2.3,1
MAR025553,1,30,5,high_school,246700.0,3.5,0,1,0,0,2,never,3.4,9.7,9.7,9.5,8.7,5.67,2.0,0.0,9.4,9.4,1
MAR025554,1,29,6,high_school,131400.0,8.3,1,1,0,1,4,never,6.0,2.5,9.2,5.4,7.1,3.17,5.0,2.0,5.9,5.9,1
MAR025555,2,36,7,high_school,170800.0,2.1,1,1,1,0,2,never,3.0,4.3,4.4,2.4,8.6,2.58,2.0,3.0,31.5,,0
MAR025556,1,24,1,some_college,46900.0,7.3,1,1,1,0,1,weekly,3.2,0.6,2.7,4.7,4.6,2.12,3.0,3.0,3.7,3.7,1
MAR025557,2,35,3,bachelors,133900.0,6.0,0,0,0,0,1,never,7.4,5.5,7.1,2.3,4.9,1.35,3.0,2.0,7.5,7.5,1
MAR025558,1,26,2,high_school,177100.0,3.1,1,1,0,0,2,rarely,3.7,2.0,1.5,5.0,6.9,3.12,3.0,4.0,6.5,,0
MAR025559,1,24,5,high_school,50300.0,7.9,1,1,0,0,0,never,4.8,3.2,5.4,1.3,5.7,2.3,1.0,5.0,7.0,,0
MAR025560,1,26,1,bachelors,297000.0,4.3,1,1,0,0,3,rarely,4.0,3.9,5.0,5.9,9.1,3.4,3.0,3.0,24.7,,0
MAR025561,2,39,3,bachelors,224200.0,4.0,0,0,0,0,1,never,7.0,1.2,3.3,8.0,4.5,1.78,3.0,4.0,7.3,,0
MAR025562,1,31,3,some_college,46800.0,4.4,1,1,1,0,1,never,5.1,4.0,4.3,0.0,5.1,3.41,4.0,6.0,9.9,,0
MAR025563,2,45,7,high_school,107300.0,5.0,1,1,0,0,1,never,8.8,4.6,5.0,4.2,4.0,0.94,2.0,2.0,5.2,5.2,1
MAR025564,1,23,0,high_school,35600.0,5.6,1,1,1,0,1,weekly,6.0,0.9,7.1,6.1,4.9,1.46,4.0,3.0,9.2,9.2,1
MAR025565,1,27,5,some_college,110200.0,4.9,1,1,0,0,1,never,4.2,1.7,5.7,2.5,5.3,5.71,2.0,5.0,14.6,,0
MAR025566,1,24,4,high_school,194000.0,3.8,0,1,0,0,1,rarely,1.7,4.1,0.0,1.0,5.4,7.88,2.0,5.0,5.2,,0
MAR025567,1,26,7,high_school,67200.0,6.3,1,1,0,0,1,never,3.7,1.1,4.0,3.2,6.8,7.32,3.0,3.0,5.9,,0
MAR025568,1,31,3,less_than_hs,33600.0,6.7,1,0,0,0,2,weekly,6.2,3.8,4.8,4.9,7.9,8.56,1.0,4.0,7.8,7.8,1
MAR025569,1,16,3,graduate,186200.0,6.6,1,1,0,0,1,never,5.9,1.9,1.7,2.9,7.1,5.62,0.0,3.0,13.1,,0
MAR025570,1,28,2,less_than_hs,39100.0,4.9,1,0,0,0,0,never,4.1,0.0,2.1,2.7,3.8,4.62,1.0,2.0,2.2,,0
MAR025571,1,23,2,some_college,73800.0,3.8,1,0,1,0,6,weekly,3.2,5.0,3.1,1.4,8.4,5.37,1.0,4.0,2.8,,0
MAR025572,1,27,5,bachelors,41800.0,4.2,1,1,0,0,0,weekly,4.7,0.0,2.4,2.8,4.7,7.08,5.0,4.0,23.6,,0
MAR025573,1,22,0,high_school,144000.0,6.3,0,1,0,0,2,never,5.8,3.9,7.0,4.8,3.5,2.3,3.0,2.0,10.3,10.3,1
MAR025574,1,22,2,high_school,48600.0,7.1,0,1,0,0,1,monthly,4.7,4.3,6.2,2.1,6.5,1.65,6.0,2.0,4.2,4.2,1
MAR025575,1,38,1,bachelors,132600.0,4.2,1,0,0,0,0,weekly,3.9,4.7,7.4,4.0,8.9,5.13,1.0,1.0,26.0,,0
MAR025576,3,29,3,high_school,53400.0,6.3,0,1,0,0,2,rarely,5.9,0.0,6.4,3.7,5.5,5.45,1.0,5.0,7.6,,0
MAR025577,1,27,6,bachelors,109000.0,4.4,0,1,0,1,3,never,5.1,0.8,4.9,2.5,8.0,2.61,3.0,5.0,5.9,,0
MAR025578,1,29,0,some_college,78100.0,4.7,1,0,0,0,1,never,3.4,0.4,2.7,6.2,7.0,1.93,3.0,2.0,4.9,,0
MAR025579,1,22,3,graduate,78300.0,9.1,1,1,1,0,0,monthly,4.7,4.8,6.4,7.5,4.1,4.49,7.0,1.0,5.3,5.3,1
MAR025580,1,31,1,bachelors,86400.0,7.5,1,1,0,0,1,rarely,1.7,0.5,6.4,0.7,5.2,1.24,0.0,4.0,1.4,,0
MAR025581,1,32,1,bachelors,168300.0,5.8,0,1,0,0,1,never,0.9,1.5,4.7,0.5,7.3,9.38,1.0,6.0,13.8,,0
MAR025582,2,47,8,high_school,73900.0,4.8,1,0,0,0,2,never,3.9,4.1,4.1,1.7,3.2,0.75,2.0,7.0,2.4,,0
MAR025583,1,31,2,bachelors,63400.0,5.7,1,1,0,0,1,never,5.1,2.6,6.2,7.2,3.2,3.3,5.0,2.0,20.8,20.8,1
MAR025584,1,22,1,bachelors,78400.0,9.4,1,1,0,0,1,monthly,7.5,6.2,5.9,5.3,4.3,4.84,5.0,4.0,7.2,7.2,1
MAR025585,1,34,1,high_school,50600.0,7.9,1,0,1,0,2,rarely,2.1,1.8,5.4,4.4,7.1,2.64,0.0,2.0,3.5,,0
MAR025586,1,29,1,high_school,142500.0,5.6,0,1,0,0,1,rarely,8.0,0.7,6.7,8.1,5.6,1.18,2.0,1.0,25.7,,0
MAR025587,1,28,2,graduate,76000.0,6.8,0,0,0,0,3,rarely,4.5,0.0,4.4,1.1,9.6,11.5,2.0,3.0,14.9,,0
MAR025588,1,35,1,bachelors,174800.0,3.7,0,0,1,0,2,never,2.4,3.4,0.0,0.5,3.2,16.76,1.0,6.0,4.4,,0
MAR025589,2,35,0,bachelors,143700.0,8.9,0,0,0,0,0,rarely,4.6,2.1,6.8,6.1,2.4,1.76,1.0,1.0,1.5,1.5,1
MAR025590,2,46,4,bachelors,170700.0,0.0,0,1,1,0,4,weekly,4.6,0.9,3.9,5.9,2.7,3.87,4.0,4.0,6.1,,0
MAR025591,1,30,6,bachelors,55500.0,2.7,1,0,0,1,0,monthly,0.0,3.4,1.9,3.2,6.3,2.96,2.0,2.0,16.6,,0
MAR025592,1,22,7,high_school,35200.0,4.2,1,1,0,0,0,rarely,4.4,3.0,9.3,4.9,5.5,4.32,2.0,4.0,10.9,10.9,1
MAR025593,1,26,3,bachelors,41700.0,6.7,0,0,0,0,0,never,5.1,3.9,3.4,2.8,3.3,2.04,2.0,0.0,15.0,,0
MAR025594,1,35,4,some_college,129200.0,2.7,0,1,1,0,0,never,4.5,3.9,4.1,5.1,3.0,3.45,5.0,5.0,8.6,,0
MAR025595,1,31,1,some_college,263200.0,6.6,0,1,0,1,3,rarely,8.5,1.6,2.3,4.6,9.1,1.35,2.0,3.0,26.5,,0
MAR025596,1,24,1,some_college,66800.0,3.3,1,1,0,0,0,rarely,3.7,2.8,3.2,3.6,6.5,5.4,1.0,4.0,20.2,,0
MAR025597,1,32,1,high_school,118400.0,3.5,1,1,0,0,1,rarely,6.5,7.5,6.6,5.0,3.9,3.35,3.0,3.0,5.3,5.3,1
MAR025598,1,23,5,high_school,29400.0,10.0,1,1,0,0,1,never,4.1,4.8,6.8,4.1,1.3,2.41,3.0,4.0,17.0,,0
MAR025599,1,20,3,bachelors,141400.0,4.9,0,1,0,0,1,rarely,7.7,9.9,5.2,5.7,3.2,1.28,5.0,2.0,10.2,10.2,1
MAR025600,1,34,0,bachelors,94600.0,1.1,0,1,0,0,1,never,1.5,2.9,5.6,6.3,7.6,5.45,4.0,4.0,9.0,,0
MAR025601,1,26,4,some_college,139000.0,1.0,0,1,0,1,2,never,0.4,4.2,1.2,5.2,3.8,4.71,1.0,2.0,24.9,,0
MAR025602,1,19,4,high_school,36500.0,7.6,0,1,0,0,1,monthly,0.7,1.5,4.7,2.2,8.8,1.55,2.0,4.0,0.7,0.7,1
MAR025603,2,43,3,high_school,51300.0,9.8,1,0,1,0,1,rarely,0.7,1.6,3.6,3.0,6.1,5.78,0.0,8.0,7.0,,0
MAR025604,1,38,7,less_than_hs,28400.0,4.3,1,1,0,0,0,never,4.6,2.4,8.7,3.1,8.1,3.55,3.0,1.0,2.8,2.8,1
MAR025605,1,31,1,less_than_hs,121700.0,7.6,1,1,0,0,1,weekly,4.5,0.8,9.9,2.8,3.6,1.94,3.0,4.0,21.1,,0
MAR025606,2,30,2,graduate,58900.0,7.3,1,1,0,0,0,never,8.8,6.5,7.7,5.1,5.8,2.42,5.0,3.0,13.5,13.5,1
MAR025607,1,23,4,bachelors,33500.0,6.9,0,1,1,0,0,weekly,2.3,3.0,2.1,3.7,6.9,7.22,2.0,0.0,19.7,,0
MAR025608,1,31,6,graduate,208600.0,1.5,1,0,0,0,0,rarely,5.6,5.8,1.4,6.8,4.7,1.76,1.0,4.0,1.3,,0
MAR025609,3,44,1,high_school,140500.0,4.9,1,1,0,1,1,never,6.8,2.6,2.2,1.9,9.9,3.6,3.0,5.0,13.6,,0
MAR025610,1,19,3,some_college,23600.0,5.9,1,1,0,0,1,never,2.3,3.3,5.2,4.1,7.4,2.7,0.0,4.0,4.6,,0
MAR025611,1,31,1,bachelors,334500.0,2.6,0,1,1,0,0,never,2.5,0.3,4.4,0.6,8.8,4.86,2.0,5.0,21.9,,0
MAR025612,1,26,2,bachelors,142000.0,2.6,1,1,0,0,1,weekly,5.5,2.1,6.2,6.0,3.3,4.84,5.0,2.0,19.6,,0
MAR025613,1,28,1,some_college,90200.0,5.0,1,1,0,1,1,rarely,7.3,2.4,5.1,2.6,3.1,5.84,2.0,7.0,6.4,6.4,1
MAR025614,3,46,1,bachelors,90400.0,3.6,0,0,1,0,0,never,2.7,4.8,6.9,5.5,4.2,2.73,3.0,2.0,25.9,,0
MAR025615,1,25,0,high_school,49300.0,6.0,1,0,0,0,1,monthly,0.3,1.7,5.2,1.7,6.4,2.13,1.0,4.0,5.2,5.2,1
MAR025616,1,34,9,some_college,99300.0,0.0,1,0,1,1,2,rarely,4.7,3.3,6.8,3.6,3.2,1.71,0.0,0.0,14.7,14.7,1
MAR025617,2,41,3,bachelors,48600.0,6.4,0,1,0,0,1,weekly,6.1,5.9,8.0,0.3,3.4,2.12,2.0,4.0,7.0,7.0,1
MAR025618,1,24,6,some_college,600000.0,3.8,1,1,0,0,1,rarely,4.6,2.4,2.5,0.0,8.5,8.64,3.0,5.0,3.9,3.9,1
MAR025619,1,21,3,high_school,33100.0,8.3,0,1,0,0,1,never,7.5,3.4,6.4,5.2,7.3,0.71,1.0,2.0,5.2,5.2,1
MAR025620,2,37,1,some_college,183600.0,1.3,1,0,0,0,1,rarely,3.9,3.6,4.0,3.9,7.6,5.5,0.0,4.0,6.3,,0
MAR025621,1,34,1,high_school,312700.0,3.1,0,1,0,0,1,never,3.2,2.5,4.2,5.1,9.0,2.11,1.0,1.0,19.7,,0
MAR025622,1,33,4,some_college,198100.0,0.0,1,1,0,0,1,never,3.2,3.7,2.9,0.0,7.2,5.13,0.0,6.0,13.0,,0
MAR025623,1,29,1,high_school,267000.0,1.4,0,0,0,0,2,never,5.3,2.3,5.2,2.0,3.4,4.74,1.0,6.0,3.5,,0
MAR025624,1,26,2,graduate,69100.0,8.4,0,1,0,0,2,rarely,1.6,1.4,1.2,5.3,5.0,4.51,7.0,8.0,11.3,,0
MAR025625,3,35,1,high_school,120400.0,7.7,0,0,1,0,1,monthly,5.0,4.5,4.8,0.0,8.4,2.93,4.0,3.0,18.1,18.1,1
MAR025626,1,30,3,high_school,94000.0,2.3,1,1,1,0,1,rarely,5.5,0.0,5.5,2.4,4.5,2.61,2.0,3.0,33.2,,0
MAR025627,1,25,2,graduate,249200.0,1.8,0,1,0,1,4,weekly,6.3,7.1,3.5,2.7,2.3,3.45,2.0,3.0,4.7,4.7,1
MAR025628,1,34,4,some_college,32400.0,7.3,1,1,1,0,0,never,3.7,7.5,5.3,3.3,5.5,2.31,2.0,4.0,9.7,,0
MAR025629,1,26,5,high_school,33400.0,6.7,1,1,1,0,3,monthly,3.7,5.1,3.8,5.9,4.3,1.73,1.0,3.0,5.6,5.6,1
MAR025630,2,32,3,graduate,30000.0,5.7,0,1,1,0,2,never,6.9,0.9,4.0,2.8,6.0,2.51,0.0,2.0,42.2,,0
MAR025631,1,22,2,high_school,213400.0,6.6,0,1,0,0,0,weekly,5.6,4.7,5.4,6.2,6.5,4.28,2.0,0.0,9.2,9.2,1
MAR025632,1,33,3,high_school,192200.0,3.9,1,1,1,0,0,rarely,1.4,0.0,6.9,1.7,5.8,9.7,1.0,5.0,18.6,,0
MAR025633,1,27,2,high_school,49100.0,10.0,1,0,0,0,2,rarely,4.1,2.2,2.3,6.7,3.9,3.73,2.0,0.0,12.5,12.5,1
MAR025634,2,42,4,high_school,141400.0,7.7,1,0,0,0,1,never,3.5,0.9,3.5,0.0,4.2,5.64,2.0,5.0,6.2,,0
MAR025635,1,24,8,some_college,64200.0,7.3,1,0,1,1,2,rarely,4.2,0.6,5.6,0.4,5.2,4.2,3.0,2.0,6.7,,0
MAR025636,2,37,1,graduate,288600.0,2.8,1,1,0,0,0,monthly,4.2,3.0,5.7,5.9,5.1,2.08,2.0,5.0,23.5,,0
MAR025637,1,27,1,bachelors,49600.0,8.6,1,0,0,0,3,rarely,4.4,7.4,5.1,2.2,5.9,6.34,0.0,1.0,4.2,4.2,1
MAR025638,1,21,3,high_school,88600.0,2.1,1,1,1,0,1,never,2.4,0.7,3.0,2.2,8.2,12.83,0.0,2.0,9.5,,0
MAR025639,1,28,1,some_college,30400.0,5.6,0,1,1,0,0,rarely,4.0,5.7,7.2,2.2,0.8,1.93,0.0,5.0,13.5,,0
MAR025640,1,22,1,less_than_hs,46700.0,2.5,1,1,1,1,3,rarely,5.6,0.9,2.5,5.1,9.5,2.46,6.0,4.0,4.3,4.3,1
MAR025641,1,35,4,some_college,102000.0,5.7,1,0,1,1,1,never,3.8,3.9,1.2,0.0,3.4,2.08,1.0,4.0,11.6,,0
MAR025642,1,33,5,less_than_hs,91900.0,6.3,1,1,0,0,1,weekly,5.3,3.6,3.0,0.6,6.8,2.31,1.0,5.0,6.1,6.1,1
MAR025643,1,26,1,less_than_hs,88200.0,4.6,1,0,1,0,2,never,0.8,4.3,1.8,1.3,10.0,5.78,1.0,4.0,7.6,,0
MAR025644,1,28,3,high_school,94900.0,2.2,1,1,0,0,3,monthly,6.9,3.9,4.1,2.8,7.0,5.46,2.0,4.0,7.3,,0
MAR025645,1,25,1,high_school,117900.0,5.3,0,0,0,0,1,rarely,2.9,3.8,3.6,1.5,7.0,5.96,2.0,6.0,8.1,,0
MAR025646,1,34,4,graduate,115300.0,3.2,1,0,1,1,1,weekly,4.5,4.8,6.3,4.9,4.0,0.97,5.0,1.0,5.3,5.3,1
MAR025647,1,42,6,high_school,181100.0,1.7,1,1,0,0,1,never,9.1,2.7,2.7,5.4,4.7,4.45,3.0,4.0,9.9,,0
MAR025648,2,44,6,high_school,67100.0,6.5,1,1,1,0,1,never,6.1,3.4,4.8,4.5,5.7,3.18,2.0,3.0,4.3,4.3,1
MAR025649,1,18,3,graduate,24400.0,8.5,1,1,1,1,2,weekly,4.9,0.4,5.0,3.5,3.4,1.36,8.0,4.0,9.3,,0
MAR025650,1,20,1,graduate,73000.0,4.9,1,1,0,0,5,monthly,1.2,4.9,6.1,4.7,7.2,3.58,1.0,3.0,11.4,,0
MAR025651,1,24,6,bachelors,30600.0,9.3,0,1,0,0,1,rarely,1.7,2.8,7.7,3.2,7.2,2.79,3.0,6.0,12.0,12.0,1
MAR025652,1,35,1,high_school,114200.0,3.7,1,1,0,0,1,monthly,2.7,3.9,4.9,1.6,7.1,4.28,2.0,4.0,6.8,,0
MAR025653,2,34,0,bachelors,66600.0,6.6,1,1,0,0,0,monthly,3.0,2.5,5.3,4.3,6.2,2.32,2.0,4.0,5.4,,0
MAR025654,1,33,2,high_school,95400.0,5.2,1,0,0,0,2,weekly,5.7,1.2,3.1,0.0,9.4,6.23,2.0,8.0,20.0,,0
MAR025655,1,28,8,graduate,363200.0,4.2,1,1,0,0,4,rarely,7.7,1.1,4.6,7.0,5.6,2.35,1.0,3.0,3.3,,0
MAR025656,2,40,3,some_college,184000.0,0.0,1,1,0,0,0,weekly,0.0,4.3,5.2,7.3,8.1,11.43,2.0,4.0,8.9,,0
MAR025657,1,35,4,bachelors,361200.0,3.2,1,1,0,0,3,rarely,4.1,2.3,9.0,2.9,4.6,3.2,5.0,1.0,6.3,,0
MAR025658,2,46,2,bachelors,113600.0,8.8,1,1,0,0,2,rarely,2.8,0.0,1.4,2.8,7.8,5.15,1.0,1.0,11.5,11.5,1
MAR025659,1,24,2,some_college,93200.0,6.2,1,0,1,0,2,rarely,6.7,2.6,8.4,5.7,7.2,1.8,1.0,0.0,30.6,,0
MAR025660,1,31,1,some_college,96100.0,5.0,1,1,0,0,1,never,3.9,4.3,3.0,4.8,3.1,2.21,2.0,1.0,5.4,5.4,1
MAR025661,1,30,11,high_school,73300.0,2.1,1,1,0,0,1,never,6.7,1.6,1.8,2.7,4.9,8.75,4.0,5.0,1.5,,0
MAR025662,1,33,3,high_school,136100.0,3.7,1,1,0,1,0,never,0.8,4.2,4.2,4.1,9.4,1.62,5.0,1.0,18.8,,0
MAR025663,1,29,1,high_school,106800.0,6.0,1,1,0,0,0,never,2.7,1.3,6.2,5.1,5.8,1.48,5.0,5.0,10.1,,0
MAR025664,1,18,7,bachelors,39900.0,7.6,1,1,0,0,2,never,9.0,5.3,3.0,2.4,6.0,0.53,4.0,1.0,6.7,6.7,1
MAR025665,1,28,2,high_school,110000.0,4.6,1,1,0,1,0,rarely,3.9,2.5,4.4,3.1,6.8,2.43,2.0,2.0,5.1,,0
MAR025666,1,26,2,less_than_hs,50500.0,5.6,1,1,0,0,1,rarely,5.8,2.5,5.9,2.0,0.7,3.17,5.0,0.0,1.3,1.3,1
MAR025667,1,30,3,bachelors,318800.0,1.2,0,1,0,1,1,rarely,2.4,0.0,4.7,1.7,6.6,3.65,5.0,1.0,11.4,,0
MAR025668,1,22,2,some_college,33600.0,0.3,0,1,0,0,3,never,4.1,0.4,4.8,1.8,8.8,14.93,2.0,2.0,14.6,,0
MAR025669,3,29,0,high_school,146500.0,2.6,1,1,0,0,2,weekly,4.0,1.8,3.0,1.6,7.0,3.98,6.0,2.0,12.0,12.0,1
MAR025670,1,23,5,high_school,103800.0,5.2,0,1,0,0,1,weekly,5.8,4.6,3.7,8.1,6.1,1.66,3.0,4.0,11.2,11.2,1
MAR025671,1,30,2,less_than_hs,138800.0,4.9,0,0,0,0,3,never,5.8,1.2,4.2,4.5,6.2,8.6,1.0,4.0,11.0,,0
MAR025672,1,22,2,graduate,63200.0,4.6,0,1,1,0,3,rarely,5.9,1.4,2.6,3.6,5.0,3.34,2.0,3.0,14.7,,0
MAR025673,1,26,0,bachelors,43000.0,4.0,0,1,0,0,0,never,4.3,4.0,1.4,4.1,5.8,2.11,2.0,3.0,7.2,7.2,1
MAR025674,1,32,6,some_college,49600.0,5.7,1,1,0,1,1,never,6.6,4.5,4.2,0.0,8.9,7.16,1.0,1.0,34.1,,0
MAR025675,1,20,1,high_school,67800.0,3.4,1,0,1,0,1,never,5.9,1.3,7.4,3.1,4.7,3.43,1.0,3.0,6.0,6.0,1
MAR025676,1,31,0,some_college,124600.0,3.9,0,0,0,0,2,never,2.4,1.4,7.4,2.9,7.4,0.91,1.0,7.0,12.2,,0
MAR025677,1,31,2,graduate,98100.0,2.7,1,1,0,0,1,never,6.1,5.1,2.8,5.0,3.0,4.14,4.0,2.0,12.2,,0
MAR025678,2,36,1,high_school,100900.0,5.6,0,1,0,0,0,rarely,2.2,4.6,0.0,2.1,6.6,2.54,2.0,2.0,14.5,14.5,1
MAR025679,1,19,2,bachelors,126100.0,3.9,1,1,0,0,1,never,6.0,3.7,5.1,3.4,8.8,7.83,3.0,3.0,2.0,2.0,1
MAR025680,2,32,1,less_than_hs,92200.0,4.3,1,1,0,0,2,never,5.1,4.6,3.2,3.3,2.1,6.06,0.0,5.0,7.7,7.7,1
MAR025681,2,37,3,bachelors,92500.0,6.1,1,0,0,0,3,never,0.0,3.1,4.5,3.3,6.0,3.8,1.0,4.0,25.4,,0
MAR025682,2,30,3,bachelors,124300.0,5.7,1,1,0,0,1,weekly,5.3,2.6,4.5,5.9,4.5,5.2,7.0,1.0,15.2,,0
MAR025683,1,24,0,bachelors,79800.0,4.4,1,1,0,0,2,rarely,4.3,0.5,2.9,4.7,10.0,1.53,3.0,0.0,7.7,,0
MAR025684,1,25,2,high_school,114000.0,7.6,0,1,0,0,5,never,7.5,6.2,4.7,1.4,4.7,0.99,3.0,5.0,10.4,10.4,1
MAR025685,2,60,6,high_school,160000.0,4.2,1,1,0,0,0,never,7.3,5.2,5.4,5.0,8.5,4.49,2.0,6.0,6.6,6.6,1
MAR025686,2,41,0,graduate,37800.0,6.9,1,1,1,1,1,rarely,10.0,5.1,7.4,8.1,3.2,1.01,4.0,0.0,11.2,11.2,1
MAR025687,1,21,1,high_school,51500.0,4.8,1,1,0,1,1,monthly,3.3,0.7,3.1,4.0,4.1,8.47,1.0,2.0,22.0,,0
MAR025688,1,26,1,less_than_hs,63000.0,8.5,0,1,0,0,1,never,5.2,0.8,3.2,3.1,7.2,8.02,3.0,5.0,6.4,6.4,1
MAR025689,1,23,1,some_college,53500.0,8.3,1,0,0,1,0,never,5.1,3.9,6.3,6.4,3.2,3.36,1.0,2.0,3.7,3.7,1
MAR025690,1,30,3,high_school,89200.0,7.5,1,0,0,0,4,rarely,8.0,3.3,4.2,1.9,8.3,8.45,1.0,5.0,4.2,,0
MAR025691,3,42,4,graduate,73500.0,6.9,1,1,0,0,5,weekly,4.9,4.6,3.5,2.8,6.1,16.3,2.0,2.0,12.9,12.9,1
MAR025692,1,27,3,some_college,146400.0,4.0,1,0,0,0,0,weekly,4.7,4.9,2.8,5.5,7.5,4.12,0.0,1.0,24.6,,0
MAR025693,1,24,2,some_college,91000.0,7.6,1,1,0,0,1,never,4.8,0.0,5.3,3.2,1.5,2.53,0.0,5.0,18.5,,0
MAR025694,1,29,7,high_school,38100.0,9.5,0,1,0,1,0,rarely,2.1,3.9,7.6,4.8,8.0,1.32,4.0,3.0,2.3,,0
MAR025695,3,43,3,high_school,63900.0,3.9,1,1,0,0,0,rarely,3.1,5.4,4.4,6.9,5.8,2.41,0.0,2.0,7.5,7.5,1
MAR025696,3,35,2,some_college,131200.0,4.2,1,0,0,0,1,never,4.0,4.4,5.0,4.2,4.4,1.38,4.0,3.0,4.6,4.6,1
MAR025697,1,22,1,bachelors,47900.0,4.3,1,0,0,0,1,never,4.2,4.2,7.2,5.8,4.5,5.34,2.0,1.0,5.0,5.0,1
MAR025698,1,28,0,bachelors,116300.0,2.6,1,1,0,0,2,weekly,8.3,5.6,6.0,8.8,5.5,3.9,2.0,5.0,4.6,4.6,1
